"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"F","menos que $40K","casado","mestrado","2498.35","2048.09","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2564.8","2038.27","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","10540.39","1980.48","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","mestrado","13384.13","1899.32","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","16208.79","1842.85","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","19214.17","3407.09","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","13395.43","2650.58","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","17126.12","3891.88","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","solteiro","graduacao","8083.38","3942.18","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","divorciado","mestrado","8995.95","2398.78","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","3097.29","1390.76","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","graduacao","28020.01","1723.69","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","2640.69","3116.07","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","mestrado","31313.86","2555.26","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","divorciado","graduacao","1438.65","2660.89","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","7246.31","777.75","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3088.3","2292.65","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3792.24","1888.94","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2084.28","1597.48","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","6849.88","1651.45","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","divorciado","mestrado","2462.87","2320.65","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","doutorado","1947.76","2120.0","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3992.26","2181.77","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","7776.33","3063.17","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","5153.12","3095.49","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2005.21","2439.16","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","4589.49","1569.25","limite de crédito médio para baixo","volume de transação média para baixa"
"M","na","solteiro","mestrado","9238.23","2522.99","limite de crédito médio para alto","volume de transação média para alta"
"M","menos que $40K","solteiro","mestrado","6942.3","2657.12","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","1438.44","2557.89","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","graduacao","2718.87","2570.69","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","3084.76","1446.01","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","17302.43","1181.31","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","divorciado","graduacao","12159.91","1426.96","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","1442.04","1134.53","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","8154.24","2223.42","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","4245.82","1534.35","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","21953.83","1413.17","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","1614.5","2659.02","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","5140.58","1842.02","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","mestrado","11692.37","2997.64","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","15488.47","2916.6","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","divorciado","graduacao","2503.98","4157.4","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","divorciado","mestrado","3312.89","2670.67","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","6269.39","2221.13","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","20337.79","2460.93","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2224.99","1698.56","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","3100.72","694.36","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","9959.58","2760.16","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2031.88","1678.6","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","1654.76","1887.35","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4608.35","1535.42","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","3908.22","1903.38","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","2798.79","2631.04","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","8621.53","1989.22","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","7451.67","2165.44","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","2617.16","2003.83","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","12634.76","717.88","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","6407.88","1921.42","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2677.95","2170.67","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","doutorado","24703.57","4776.58","limite de crédito médio para alto","maior volume de transação"
"M","$80K - $120K","casado","graduacao","6052.57","1476.62","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","2562.42","2256.74","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","15377.39","1848.19","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","doutorado","8654.1","850.96","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","solteiro","mestrado","1438.89","1867.51","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","divorciado","graduacao","3143.57","2510.95","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","doutorado","5106.85","3784.73","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","9871.43","1683.1","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","1525.98","1911.0","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","mestrado","12547.47","3360.6","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4824.78","1516.18","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","divorciado","mestrado","3818.37","2947.79","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","5387.62","1546.95","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2930.45","1545.92","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","7187.0","1159.25","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2590.76","1188.6","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","mestrado","10711.17","1180.52","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","divorciado","mestrado","3291.67","1984.93","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","doutorado","8917.07","3327.01","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","4955.34","1824.54","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","2909.41","1532.34","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","2540.06","2384.07","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","4430.35","3395.24","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","15124.59","1850.79","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","7712.78","1574.6","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","na","mestrado","19373.1","1792.62","limite de crédito médio para alto","volume de transação média para baixa"
"M","na","solteiro","graduacao","21590.83","2567.22","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","5830.93","2263.43","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","1438.54","1154.13","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","mestrado","6463.89","2336.11","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","doutorado","2311.41","1701.28","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","5471.9","1992.83","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","2173.87","1485.47","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","solteiro","mestrado","5616.16","1564.36","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","8571.69","1397.97","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","divorciado","mestrado","2804.0","3347.94","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","3924.93","1417.3","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","5663.96","2553.03","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","12702.33","1992.28","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","12421.18","1913.67","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","divorciado","doutorado","2585.42","3519.95","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3143.28","1323.17","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","na","mestrado","6514.93","3084.47","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","3119.47","2740.26","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","graduacao","1438.9","2207.57","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","5335.92","1454.92","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","2469.41","1615.79","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2942.91","1479.29","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","15279.88","2079.67","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","graduacao","14938.19","2248.66","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","34516.05","1768.57","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","casado","doutorado","11281.91","1255.88","limite de crédito médio para alto","volume de transação média para baixa"
"M","$120K +","casado","mestrado","4459.24","2502.37","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","17162.78","2457.3","limite de crédito médio para alto","volume de transação média para alta"
"M","menos que $40K","casado","doutorado","7173.7","1793.95","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","divorciado","mestrado","4232.74","2565.4","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","graduacao","2703.12","2111.22","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2710.59","1718.87","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","na","graduacao","9652.24","3762.25","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","divorciado","mestrado","1651.1","2516.96","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","2575.53","1487.42","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","1737.11","1954.08","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2263.26","2154.13","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","graduacao","5839.42","1640.24","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","11909.12","1938.72","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","21390.98","2477.5","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","4739.9","886.5","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","divorciado","graduacao","7970.94","1284.94","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","2946.07","2017.65","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","8886.01","4148.79","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","doutorado","3104.55","2781.82","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","3312.54","1973.87","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","graduacao","5246.94","3189.31","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","mestrado","2432.8","3670.4","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3103.87","1836.12","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","graduacao","34516.36","1353.03","limite de crédito médio para alto","volume de transação média para baixa"
"M","$120K +","na","graduacao","11962.33","1907.47","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","6629.4","3891.16","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","5535.29","1764.81","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","graduacao","3305.75","2027.24","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","graduacao","9466.29","2503.86","limite de crédito médio para alto","volume de transação média para alta"
"F","na","solteiro","doutorado","5297.62","2655.22","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","4260.18","2109.5","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","7291.09","2198.64","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","6500.82","1497.23","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","4597.32","1504.19","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","7869.97","998.77","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","17884.26","2031.19","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","1438.55","947.17","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2737.96","1620.0","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","solteiro","mestrado","2622.11","2717.32","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","7266.74","1741.64","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","6510.58","2238.69","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","7023.78","2535.22","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","8302.48","1576.86","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","9959.31","1584.75","limite de crédito médio para alto","volume de transação média para baixa"
"M","na","divorciado","graduacao","3107.98","2460.26","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","graduacao","1438.03","1281.15",,"volume de transação média para baixa"
"M","$60K - $80K","na","graduacao","3092.95","2133.04","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","8322.96","3700.82","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","10110.58","4063.55","limite de crédito médio para alto","volume de transação média para alta"
"M","na","solteiro","mestrado","4397.8","2473.33","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","mestrado","5795.53","2322.62","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","doutorado","6103.91","3203.8","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","4930.8","3343.7","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","3178.4","2010.18","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","doutorado","2318.91","2689.33","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2638.7","1868.89","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","2414.18","2000.03","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","1438.42","1267.41","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","2043.76","2311.95","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","2585.88","1590.69","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","solteiro","mestrado","2469.41","1027.24","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","solteiro","mestrado","24457.35","2739.19","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","6572.78","1766.5","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2250.96","1339.08","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","8818.83","1865.48","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","4066.68","3888.55","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4161.04","1203.3","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","solteiro","mestrado","2740.6","1997.96","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","23742.6","3783.03","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","na","graduacao","16791.42","2983.1","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","divorciado","mestrado","26783.45","2495.03","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","doutorado","25516.09","2317.65","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","4815.87","2501.7","limite de crédito médio para baixo","volume de transação média para alta"
"M","na","casado","mestrado","3198.9","1403.0","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","2252.66","1291.9","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","2300.64","1485.39","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3540.09","1912.5","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","13129.76","2564.72","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","7638.3","2336.82","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","2624.8","4189.03","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","17934.55","2005.1","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","15198.71","3183.18","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","doutorado","12875.19","1624.93","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2548.89","2055.12","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","4698.42","1865.03","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","19074.05","3762.35","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","34516.98","3899.27","maior limite de crédito","volume de transação média para alta"
"M","$120K +","casado","mestrado","12852.54","1606.03","limite de crédito médio para alto","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","2827.75","1608.51","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1825.59","2878.95","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","doutorado","1438.07","1448.62","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","6778.19","3158.55","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","4267.09","1067.16","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","doutorado","9371.31","2518.09","limite de crédito médio para alto","volume de transação média para alta"
"M","na","solteiro","doutorado","28410.93","2278.97","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","divorciado","mestrado","8307.81","2293.22","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","30753.83","1780.67","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","2731.49","1813.14","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","8058.02","2774.78","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","na","mestrado","9515.72","4642.78","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","2997.07","2807.32","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","2647.5","2262.14","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4580.12","1694.99","limite de crédito médio para baixo","volume de transação média para baixa"
"M","na","casado","doutorado","2608.92","1822.46","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","mestrado","24936.22","1810.21","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","26101.94","1472.93","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","14270.07","1222.42","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3230.71","1914.55","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","8881.81","2633.0","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","4419.73","4535.42","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","divorciado","mestrado","19412.04","1576.62","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","4666.63","1281.43","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","4894.96","3277.42","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","2132.43","3265.2","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3176.6","1634.83","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","4288.74","2591.29","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","doutorado","5945.95","3598.41","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","3350.76","2849.06","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","5780.37","2960.5","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","7081.19","2249.83","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","6824.08","1933.42","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","1438.98","2250.74","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2683.21","2274.05","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","12280.79","4263.78","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","14607.5","1393.04","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","2267.28","3709.44","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","11332.3","3806.68","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","graduacao","34516.89","1805.58","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","5323.3","1783.46","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","9078.74","1543.28","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","solteiro","graduacao","4026.51","1102.59","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","4613.56","2328.69","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","10386.69","2119.77","limite de crédito médio para alto","volume de transação média para alta"
"F","na","na","doutorado","34516.53","1906.56","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","solteiro","graduacao","2657.57","2349.57","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","5031.37","1433.57","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","2423.25","2038.03","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","7140.89","916.26","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","doutorado","3377.43","1407.07","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","2295.08","3292.86","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","mestrado","4249.26","1881.34","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","1612.93","1564.22","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","14593.95","3447.85","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","34516.16","4149.18","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","graduacao","2800.92","1994.99","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","25517.33","2508.47","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","7709.75","2520.97","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","graduacao","4065.15","1271.54","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","divorciado","mestrado","13169.49","4370.8","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","11811.39","1469.3","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","7440.29","2251.63","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","3735.33","1749.51","limite de crédito médio para baixo","volume de transação média para baixa"
